Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2020-04-07,3187: Δ=237,69: Δ=21
2020-04-06,2950: Δ=318,48: Δ=6
2020-04-05,2632: Δ=164,42: Δ=3
2020-04-04,2468: Δ=266,39: Δ=0
2020-04-03,2202: Δ=332,39: Δ=10
2020-04-02,1870: Δ=288,29: Δ=8
2020-04-01,1582: Δ=242,21: Δ=3
2020-03-31,1340: Δ=199,18: Δ=9
2020-03-30,1141: Δ=160,9: Δ=2
2020-03-29,981: Δ=139,7: Δ=1
2020-03-28,842: Δ=157,6: Δ=0
2020-03-27,685: Δ=147,6: Δ=1
2020-03-26,538: Δ=92,5: Δ=3
2020-03-25,446: Δ=142,2: Δ=0
2020-03-24,304: Δ=72,2: Δ=1
2020-03-23,232: Δ=33,1: Δ=0
2020-03-22,199: Δ=22,1: Δ=0
2020-03-21,177: Δ=33,1: Δ=1
2020-03-20,144: Δ=25,0: Δ=0
2020-03-19,119: Δ=19,0: Δ=0
2020-03-18,100: Δ=11,0: Δ=0
2020-03-17,89: Δ=6,0: Δ=0
2020-03-16,83: Δ=8,0: Δ=0
2020-03-15,75: Δ=10,0: Δ=0
2020-03-14,65: Δ=5,0: Δ=0
2020-03-13,60: Δ=11,0: Δ=0
2020-03-12,49: Δ=8,0: Δ=0
2020-03-11,41: Δ=0,0: Δ=0
2020-03-10,41: Δ=26,0: Δ=0
2020-03-09,15: Δ=5,0: Δ=0
2020-03-08,10: Δ=5,0: Δ=0
2020-03-07,5: Δ=4,0: Δ=0
2020-03-06,1: Δ=0,0: Δ=0
2020-03-05,1: Δ=1,0: Δ=0
