Date,Cases-Total: Δ=Daily-Change,Deaths-Total: Δ=Daily-Change
2020-03-31,433: Δ=43,8: Δ=2
2020-03-30,390: Δ=53,6: Δ=0
2020-03-29,337: Δ=46,6: Δ=0
2020-03-28,291: Δ=72,6: Δ=2
2020-03-27,219: Δ=53,4: Δ=0
2020-03-26,166: Δ=37,4: Δ=1
2020-03-25,129: Δ=56,3: Δ=2
2020-03-24,73: Δ=31,1: Δ=0
2020-03-23,42: Δ=5,1: Δ=1
2020-03-22,37: Δ=13,0: Δ=0
2020-03-21,24: Δ=5,0: Δ=0
2020-03-20,19: Δ=5,0: Δ=0
2020-03-19,14: Δ=4,0: Δ=0
2020-03-18,10: Δ=2,0: Δ=0
2020-03-17,8: Δ=0,0: Δ=0
2020-03-16,8: Δ=2,0: Δ=0
2020-03-15,6: Δ=4,0: Δ=0
2020-03-14,2: Δ=0,0: Δ=0
2020-03-13,2: Δ=0,0: Δ=0
2020-03-12,2: Δ=0,0: Δ=0
2020-03-11,2: Δ=1,0: Δ=0
2020-03-10,1: Δ=0,0: Δ=0
2020-03-09,1: Δ=0,0: Δ=0
2020-03-08,1: Δ=1,0: Δ=0
